Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\benite-apparel\fxmanifest.lua, line 18: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 527: printerCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 528: printerCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 529: printerCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 530: printerCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 535: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 536: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 537: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 538: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 539: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 540: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 541: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 542: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 543: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 544: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 548: trafficLightCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\BAK.config - Kopi.lua, line 548: trafficLightCustomPickupEvent
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 15: ItemPlacementModeRadius
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 51: pushAndSitTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 52: animationPushOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 55: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 55: animationPushOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 58: animationPushOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 59: animationPushOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 59: animationPushOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 77: pushAndSitTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 82: animationPushOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 107: animationPushOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 118: chairCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 125: chairCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 134: yogaCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 143: printerCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 152: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 159: buildFireworkSequence
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 166: trafficLightCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 175: trafficLightCustomPickupEvent
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 200: constructiongenerator
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 267: chairCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 268: chairCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 269: chairCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 270: chairCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 271: chairCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 312: pushAndSitTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 314: pushAndSitTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 317: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 318: pushAndSitTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 332: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 333: pushAndSitTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 347: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 357: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 367: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 377: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 387: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 397: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 407: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 417: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 427: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 437: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 447: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 448: pushAndSitTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 462: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 472: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 482: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 492: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 502: setCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 516: yogaCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 517: yogaCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 518: yogaCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 522: printerCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 523: printerCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 524: printerCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 525: printerCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 526: printerCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 530: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 531: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 532: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 533: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 534: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 535: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 536: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 537: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 538: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 539: fireworkCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 543: trafficLightCustomTargetOptions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\config.lua, line 543: trafficLightCustomPickupEvent
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\framework.lua, line 76: TriggerServerCallback
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\wp-placeables\shared\framework.lua, line 192: RegisterServerCallback
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\zdiscord\client\client.lua, line 12: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\zdiscord\client\client.lua, line 16: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\zdiscord\client\client.lua, line 21: SetPedCoordsKeepVehicle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\brezel_clientloader\clienttemplate.lua, line 1: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\brezel_clientloader\clienttemplate.lua, line 12: NetworkIsSessionStarted
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\brezel_clientloader\clienttemplate.lua, line 15: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\brezel_clientloader\clienttemplate.lua, line 4: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\brezel_clientloader\clienttemplate.lua, line 15: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\brezel_clientloader\config.lua, line 19: successfullyrolledback
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\brezel_clientloader\config.lua, line 17: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\brezel_clientloader\config.lua, line 25: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\browns_loadingscreen\fxmanifest.lua, line 32: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\browns_loadingscreen\fxmanifest.lua, line 34: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\browns_loadingscreen\fxmanifest.lua, line 35: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\cad-blipcreator\client\creator.lua, line 127: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[ADVANCED]\cad-blipcreator\client\functions.lua, line 24: BeginTextCommandSetBlipName
